ticker,observations,last_observation,train_end
TOYS,589,2022-12-30,2022-12-31
TPIA,1999,2022-12-30,2022-12-31
TPMA,1998,2022-12-30,2022-12-31
TRIM,1998,2022-12-30,2022-12-31
TRIN,726,2022-12-30,2022-12-31
TRIS,1999,2022-12-30,2022-12-31
TRJA,577,2022-12-30,2022-12-31
TRST,1999,2022-12-30,2022-12-31
TRUE,388,2022-12-30,2022-12-31
TRUK,1150,2022-12-30,2022-12-31
TRUS,1999,2022-12-30,2022-12-31
TSPC,1999,2022-12-30,2022-12-31
TUGU,1149,2022-12-30,2022-12-31
UANG,611,2022-12-30,2022-12-31
UCID,740,2022-12-30,2022-12-31
UFOE,473,2022-12-30,2022-12-31
ULTJ,1998,2022-12-30,2022-12-31
UNIC,1999,2022-12-30,2022-12-31
UNIQ,449,2022-12-30,2022-12-31
UNSP,1999,2022-12-30,2022-12-31
UNTR,1998,2022-12-30,2022-12-31
UNVR,1999,2022-12-30,2022-12-31
URBN,1008,2022-12-30,2022-12-31
UVCR,356,2022-12-30,2022-12-31
VICI,501,2022-12-30,2022-12-31
VICO,1999,2022-12-30,2022-12-31
VINS,1810,2022-12-30,2022-12-31
VIVA,1998,2022-12-30,2022-12-31
VOKS,1998,2022-12-30,2022-12-31
VRNA,1999,2022-12-30,2022-12-31
WAPO,1999,2022-12-30,2022-12-31
WEGE,1275,2022-12-30,2022-12-31
WEHA,1999,2022-12-30,2022-12-31
WICO,1999,2022-12-30,2022-12-31
WIFI,494,2022-12-30,2022-12-31
WIIM,1998,2022-12-30,2022-12-31
WIKA,1998,2022-12-30,2022-12-31
WINS,1999,2022-12-30,2022-12-31
WMUU,472,2022-12-30,2022-12-31
WOMF,1999,2022-12-30,2022-12-31
WOOD,1390,2022-12-30,2022-12-31
WOWS,770,2022-12-30,2022-12-31
WSBP,1578,2022-12-30,2022-12-31
WTON,1990,2022-12-30,2022-12-31
YELO,1039,2022-12-30,2022-12-31
YPAS,1998,2022-12-30,2022-12-31
YULE,1998,2022-12-30,2022-12-31
ZBRA,1999,2022-12-30,2022-12-31
ZINC,1308,2022-12-30,2022-12-31
ZONE,1005,2022-12-30,2022-12-31
ZYRX,434,2022-12-30,2022-12-31
AALI,2238,2023-12-29,2023-12-31
ABBA,2238,2023-12-29,2023-12-31
ABDA,2238,2023-12-29,2023-12-31
ABMM,2238,2023-12-29,2023-12-31
ACES,2237,2023-12-29,2023-12-31
ACST,2238,2023-12-29,2023-12-31
ADCP,449,2023-12-29,2023-12-31
ADES,2238,2023-12-29,2023-12-31
ADHI,2238,2023-12-29,2023-12-31
ADMF,2238,2023-12-29,2023-12-31
ADMG,2238,2023-12-29,2023-12-31
ADMR,485,2023-12-29,2023-12-31
ADRO,2237,2023-12-29,2023-12-31
AGAR,993,2023-12-29,2023-12-31
AGII,1811,2023-12-29,2023-12-31
AGRO,2238,2023-12-29,2023-12-31
AGRS,2230,2023-12-29,2023-12-31
AHAP,2238,2023-12-29,2023-12-31
AIMS,2238,2023-12-29,2023-12-31
AISA,2238,2023-12-29,2023-12-31
AKKU,2238,2023-12-29,2023-12-31
AKPI,2238,2023-12-29,2023-12-31
AKRA,2238,2023-12-29,2023-12-31
AKSI,2238,2023-12-29,2023-12-31
ALDO,2238,2023-12-29,2023-12-31
ALKA,2238,2023-12-29,2023-12-31
ALMI,2238,2023-12-29,2023-12-31
ALTO,2237,2023-12-29,2023-12-31
AMAG,2237,2023-12-29,2023-12-31
AMAN,923,2023-12-29,2023-12-31
AMAR,969,2023-12-29,2023-12-31
AMFG,2238,2023-12-29,2023-12-31
AMIN,1997,2023-12-29,2023-12-31
AMMS,345,2023-12-29,2023-12-31
AMOR,742,2023-12-29,2023-12-31
AMRT,2238,2023-12-29,2023-12-31
ANDI,1328,2023-12-29,2023-12-31
ANJT,2229,2023-12-29,2023-12-31
ANTM,2238,2023-12-29,2023-12-31
APEX,2238,2023-12-29,2023-12-31
APIC,2238,2023-12-29,2023-12-31
APII,2231,2023-12-29,2023-12-31
APLI,2238,2023-12-29,2023-12-31
APLN,2238,2023-12-29,2023-12-31
ARCI,615,2023-12-29,2023-12-31
ARGO,2238,2023-12-29,2023-12-31
ARII,2237,2023-12-29,2023-12-31
ARKA,1096,2023-12-29,2023-12-31
ARKO,364,2023-12-29,2023-12-31
ARNA,2237,2023-12-29,2023-12-31
ARTA,2237,2023-12-29,2023-12-31
ARTI,2237,2023-12-29,2023-12-31
ARTO,1979,2023-12-29,2023-12-31
ASBI,2238,2023-12-29,2023-12-31
ASDM,2238,2023-12-29,2023-12-31
ASGR,2237,2023-12-29,2023-12-31
ASHA,393,2023-12-29,2023-12-31
ASII,2237,2023-12-29,2023-12-31
ASJT,2238,2023-12-29,2023-12-31
ASLC,469,2023-12-29,2023-12-31
ASMI,2229,2023-12-29,2023-12-31
ASPI,942,2023-12-29,2023-12-31
ASRI,2238,2023-12-29,2023-12-31
ASRM,2238,2023-12-29,2023-12-31
ASSA,2237,2023-12-29,2023-12-31
ATAP,744,2023-12-29,2023-12-31
ATIC,2102,2023-12-29,2023-12-31
AUTO,2237,2023-12-29,2023-12-31
AVIA,502,2023-12-29,2023-12-31
AXIO,356,2023-12-29,2023-12-31
AYLS,945,2023-12-29,2023-12-31
BABP,2238,2023-12-29,2023-12-31
BACA,2238,2023-12-29,2023-12-31
BAJA,2237,2023-12-29,2023-12-31
BALI,2229,2023-12-29,2023-12-31
BANK,712,2023-12-29,2023-12-31
BAPA,2237,2023-12-29,2023-12-31
BAPI,1048,2023-12-29,2023-12-31
BATA,2238,2023-12-29,2023-12-31
BAUT,466,2023-12-29,2023-12-31
BAYU,2237,2023-12-29,2023-12-31
BBCA,2238,2023-12-29,2023-12-31
BBHI,2081,2023-12-29,2023-12-31
BBKP,2238,2023-12-29,2023-12-31
BBLD,2238,2023-12-29,2023-12-31
BBMD,2230,2023-12-29,2023-12-31
BBNI,2238,2023-12-29,2023-12-31
BBRI,2238,2023-12-29,2023-12-31
BBRM,2237,2023-12-29,2023-12-31
BBSI,809,2023-12-29,2023-12-31
BBSS,902,2023-12-29,2023-12-31
BBTN,2238,2023-12-29,2023-12-31
BBYB,2231,2023-12-29,2023-12-31
BCAP,2238,2023-12-29,2023-12-31
BCIC,2238,2023-12-29,2023-12-31
BCIP,2237,2023-12-29,2023-12-31
BDMN,2238,2023-12-29,2023-12-31
BEBS,686,2023-12-29,2023-12-31
BEEF,1225,2023-12-29,2023-12-31
BEKS,2238,2023-12-29,2023-12-31
BELI,278,2023-12-29,2023-12-31
BELL,1556,2023-12-29,2023-12-31
BESS,927,2023-12-29,2023-12-31
BEST,2229,2023-12-29,2023-12-31
BFIN,2238,2023-12-29,2023-12-31
BGTG,1904,2023-12-29,2023-12-31
BHAT,902,2023-12-29,2023-12-31
BHIT,2238,2023-12-29,2023-12-31
BIKA,2097,2023-12-29,2023-12-31
BIKE,433,2023-12-29,2023-12-31
BIMA,2238,2023-12-29,2023-12-31
BINA,2238,2023-12-29,2023-12-31
BINO,511,2023-12-29,2023-12-31
BIPI,2238,2023-12-29,2023-12-31
BIPP,2237,2023-12-29,2023-12-31
BIRD,2229,2023-12-29,2023-12-31
BISI,2238,2023-12-29,2023-12-31
BJBR,2238,2023-12-29,2023-12-31
BJTM,2237,2023-12-29,2023-12-31
BKDP,2237,2023-12-29,2023-12-31
BKSL,2238,2023-12-29,2023-12-31
BKSW,2238,2023-12-29,2023-12-31
BLTA,2238,2023-12-29,2023-12-31
BLTZ,2230,2023-12-29,2023-12-31
BLUE,1098,2023-12-29,2023-12-31
BMAS,2237,2023-12-29,2023-12-31
BMHS,609,2023-12-29,2023-12-31
BMRI,2238,2023-12-29,2023-12-31
BMSR,2238,2023-12-29,2023-12-31
BMTR,2237,2023-12-29,2023-12-31
BNBA,2238,2023-12-29,2023-12-31
BNBR,2238,2023-12-29,2023-12-31
BNGA,2237,2023-12-29,2023-12-31
BNII,2237,2023-12-29,2023-12-31
BNLI,2238,2023-12-29,2023-12-31
BOBA,529,2023-12-29,2023-12-31
BOGA,1753,2023-12-29,2023-12-31
BOLA,1112,2023-12-29,2023-12-31
BOLT,2102,2023-12-29,2023-12-31
BOSS,1459,2023-12-29,2023-12-31
BPFI,2238,2023-12-29,2023-12-31
BPII,2230,2023-12-29,2023-12-31
BPTR,1358,2023-12-29,2023-12-31
BRAM,2238,2023-12-29,2023-12-31
BRIS,1400,2023-12-29,2023-12-31
BRMS,2238,2023-12-29,2023-12-31
BRNA,2238,2023-12-29,2023-12-31
BRPT,2238,2023-12-29,2023-12-31
BSBK,278,2023-12-29,2023-12-31
BSDE,2237,2023-12-29,2023-12-31
BSIM,2237,2023-12-29,2023-12-31
BSML,496,2023-12-29,2023-12-31
BSSR,2236,2023-12-29,2023-12-31
BSWD,2238,2023-12-29,2023-12-31
BTEK,2237,2023-12-29,2023-12-31
BTON,2237,2023-12-29,2023-12-31
BTPN,2237,2023-12-29,2023-12-31
BTPS,1400,2023-12-29,2023-12-31
BUAH,342,2023-12-29,2023-12-31
BUDI,2237,2023-12-29,2023-12-31
BUKA,587,2023-12-29,2023-12-31
BUKK,2117,2023-12-29,2023-12-31
BULL,2238,2023-12-29,2023-12-31
BUMI,2238,2023-12-29,2023-12-31
BUVA,2237,2023-12-29,2023-12-31
BVIC,2238,2023-12-29,2023-12-31
BWPT,2237,2023-12-29,2023-12-31
BYAN,2238,2023-12-29,2023-12-31
CAKK,1275,2023-12-29,2023-12-31
CAMP,1501,2023-12-29,2023-12-31
CANI,2230,2023-12-29,2023-12-31
CARE,923,2023-12-29,2023-12-31
CARS,1676,2023-12-29,2023-12-31
CASA,1860,2023-12-29,2023-12-31
CASH,890,2023-12-29,2023-12-31
CASS,2238,2023-12-29,2023-12-31
CBUT,278,2023-12-29,2023-12-31
CCSI,1112,2023-12-29,2023-12-31
CEKA,2237,2023-12-29,2023-12-31
CENT,2237,2023-12-29,2023-12-31
CFIN,2237,2023-12-29,2023-12-31
CHEM,364,2023-12-29,2023-12-31
CINT,2236,2023-12-29,2023-12-31
CITA,2238,2023-12-29,2023-12-31
CITY,1297,2023-12-29,2023-12-31
CLAY,1218,2023-12-29,2023-12-31
CLEO,1662,2023-12-29,2023-12-31
CLPI,2237,2023-12-29,2023-12-31
CMNP,2238,2023-12-29,2023-12-31
CMNT,566,2023-12-29,2023-12-31
CMPP,2238,2023-12-29,2023-12-31
CMRY,504,2023-12-29,2023-12-31
CNKO,2237,2023-12-29,2023-12-31
COAL,322,2023-12-29,2023-12-31
COCO,1176,2023-12-29,2023-12-31
CPIN,2237,2023-12-29,2023-12-31
CPRO,2238,2023-12-29,2023-12-31
CRAB,341,2023-12-29,2023-12-31
CSAP,2238,2023-12-29,2023-12-31
CSIS,1658,2023-12-29,2023-12-31
CSMI,905,2023-12-29,2023-12-31
CSRA,969,2023-12-29,2023-12-31
CTBN,2238,2023-12-29,2023-12-31
CTRA,2237,2023-12-29,2023-12-31
CTTH,2237,2023-12-29,2023-12-31
DADA,943,2023-12-29,2023-12-31
DART,2238,2023-12-29,2023-12-31
DAYA,1871,2023-12-29,2023-12-31
DCII,730,2023-12-29,2023-12-31
DEAL,1268,2023-12-29,2023-12-31
DEFI,2238,2023-12-29,2023-12-31
DEPO,511,2023-12-29,2023-12-31
DEWA,2238,2023-12-29,2023-12-31
DEWI,358,2023-12-29,2023-12-31
DFAM,1409,2023-12-29,2023-12-31
DGIK,2237,2023-12-29,2023-12-31
DGNS,723,2023-12-29,2023-12-31
DIGI,1307,2023-12-29,2023-12-31
DILD,2237,2023-12-29,2023-12-31
DIVA,1257,2023-12-29,2023-12-31
DKFT,2238,2023-12-29,2023-12-31
DLTA,2237,2023-12-29,2023-12-31
DMAS,2128,2023-12-29,2023-12-31
DMMX,1023,2023-12-29,2023-12-31
DMND,960,2023-12-29,2023-12-31
DNAR,2237,2023-12-29,2023-12-31
DNET,2238,2023-12-29,2023-12-31
DOID,2237,2023-12-29,2023-12-31
DPNS,2238,2023-12-29,2023-12-31
DPUM,1999,2023-12-29,2023-12-31
DRMA,494,2023-12-29,2023-12-31
DSFI,2237,2023-12-29,2023-12-31
DSNG,2236,2023-12-29,2023-12-31
DSSA,2238,2023-12-29,2023-12-31
DUTI,2238,2023-12-29,2023-12-31
DVLA,2237,2023-12-29,2023-12-31
DWGL,1505,2023-12-29,2023-12-31
DYAN,2236,2023-12-29,2023-12-31
EAST,1097,2023-12-29,2023-12-31
ECII,2229,2023-12-29,2023-12-31
EDGE,707,2023-12-29,2023-12-31
EKAD,2238,2023-12-29,2023-12-31
ELPI,343,2023-12-29,2023-12-31
ELSA,2237,2023-12-29,2023-12-31
ELTY,2237,2023-12-29,2023-12-31
EMDE,2237,2023-12-29,2023-12-31
EMTK,2238,2023-12-29,2023-12-31
ENAK,460,2023-12-29,2023-12-31
ENRG,2238,2023-12-29,2023-12-31
ENZO,804,2023-12-29,2023-12-31
EPAC,853,2023-12-29,2023-12-31
EPMT,2237,2023-12-29,2023-12-31
ERAA,2238,2023-12-29,2023-12-31
ERTX,2238,2023-12-29,2023-12-31
ESIP,1005,2023-12-29,2023-12-31
ESSA,2237,2023-12-29,2023-12-31
ESTA,927,2023-12-29,2023-12-31
ESTI,2238,2023-12-29,2023-12-31
ETWA,2237,2023-12-29,2023-12-31
EURO,343,2023-12-29,2023-12-31
EXCL,2238,2023-12-29,2023-12-31
FAPA,732,2023-12-29,2023-12-31
FAST,2238,2023-12-29,2023-12-31
FASW,2237,2023-12-29,2023-12-31
FILM,1336,2023-12-29,2023-12-31
FIMP,666,2023-12-29,2023-12-31
FIRE,1637,2023-12-29,2023-12-31
FISH,2238,2023-12-29,2023-12-31
FITT,1116,2023-12-29,2023-12-31
FLMC,607,2023-12-29,2023-12-31
FMII,2238,2023-12-29,2023-12-31
FOOD,1226,2023-12-29,2023-12-31
FORU,2237,2023-12-29,2023-12-31
FPNI,2237,2023-12-29,2023-12-31
FUJI,1097,2023-12-29,2023-12-31
GDST,2237,2023-12-29,2023-12-31
GDYR,2237,2023-12-29,2023-12-31
GEMA,2238,2023-12-29,2023-12-31
GEMS,2238,2023-12-29,2023-12-31
GGRM,2237,2023-12-29,2023-12-31
GGRP,1045,2023-12-29,2023-12-31
GHON,1422,2023-12-29,2023-12-31
GIAA,2238,2023-12-29,2023-12-31
GJTL,2237,2023-12-29,2023-12-31
GLOB,2238,2023-12-29,2023-12-31
GLVA,978,2023-12-29,2023-12-31
GMFI,1551,2023-12-29,2023-12-31
GMTD,2238,2023-12-29,2023-12-31
GOLD,2238,2023-12-29,2023-12-31
GOOD,1291,2023-12-29,2023-12-31
GOTO,418,2023-12-29,2023-12-31
GPRA,2237,2023-12-29,2023-12-31
GPSO,568,2023-12-29,2023-12-31
GSMF,2238,2023-12-29,2023-12-31
GTBO,2238,2023-12-29,2023-12-31
GTSI,566,2023-12-29,2023-12-31
GULA,346,2023-12-29,2023-12-31
GWSA,2237,2023-12-29,2023-12-31
GZCO,2237,2023-12-29,2023-12-31
HADE,2238,2023-12-29,2023-12-31
HAIS,571,2023-12-29,2023-12-31
HATM,352,2023-12-29,2023-12-31
HDFA,2238,2023-12-29,2023-12-31
HDIT,1094,2023-12-29,2023-12-31
HEAL,1395,2023-12-29,2023-12-31
HELI,1430,2023-12-29,2023-12-31
HERO,2237,2023-12-29,2023-12-31
HEXA,2237,2023-12-29,2023-12-31
HITS,2238,2023-12-29,2023-12-31
HMSP,2238,2023-12-29,2023-12-31
HOKI,1623,2023-12-29,2023-12-31
HOMI,806,2023-12-29,2023-12-31
HOPE,638,2023-12-29,2023-12-31
HRME,1158,2023-12-29,2023-12-31
HRTA,1629,2023-12-29,2023-12-31
HRUM,2238,2023-12-29,2023-12-31
IATA,2238,2023-12-29,2023-12-31
IBFN,2229,2023-12-29,2023-12-31
IBOS,409,2023-12-29,2023-12-31
IBST,2238,2023-12-29,2023-12-31
ICBP,2237,2023-12-29,2023-12-31
ICON,2237,2023-12-29,2023-12-31
IDEA,565,2023-12-29,2023-12-31
IDPR,1997,2023-12-29,2023-12-31
IFII,987,2023-12-29,2023-12-31
IFSH,990,2023-12-29,2023-12-31
IGAR,2237,2023-12-29,2023-12-31
IKAI,2237,2023-12-29,2023-12-31
IKAN,945,2023-12-29,2023-12-31
IKBI,2238,2023-12-29,2023-12-31
IMAS,2238,2023-12-29,2023-12-31
IMJS,2230,2023-12-29,2023-12-31
IMPC,2230,2023-12-29,2023-12-31
INAF,2237,2023-12-29,2023-12-31
INAI,2237,2023-12-29,2023-12-31
INCF,2238,2023-12-29,2023-12-31
INCI,2238,2023-12-29,2023-12-31
INCO,2237,2023-12-29,2023-12-31
INDF,2238,2023-12-29,2023-12-31
INDO,967,2023-12-29,2023-12-31
INDR,2238,2023-12-29,2023-12-31
INDS,2238,2023-12-29,2023-12-31
INDX,2238,2023-12-29,2023-12-31
INDY,2238,2023-12-29,2023-12-31
INKP,2237,2023-12-29,2023-12-31
INOV,1096,2023-12-29,2023-12-31
INPC,2237,2023-12-29,2023-12-31
INPP,2238,2023-12-29,2023-12-31
INPS,1423,2023-12-29,2023-12-31
INRU,2238,2023-12-29,2023-12-31
INTA,2237,2023-12-29,2023-12-31
INTD,2238,2023-12-29,2023-12-31
INTP,2237,2023-12-29,2023-12-31
IPAC,613,2023-12-29,2023-12-31
IPCC,1357,2023-12-29,2023-12-31
IPCM,1498,2023-12-29,2023-12-31
IPOL,2238,2023-12-29,2023-12-31
IPPE,501,2023-12-29,2023-12-31
IPTV,1098,2023-12-29,2023-12-31
IRRA,1027,2023-12-29,2023-12-31
ISAT,2238,2023-12-29,2023-12-31
ISSP,2236,2023-12-29,2023-12-31
ITIC,1100,2023-12-29,2023-12-31
ITMA,2238,2023-12-29,2023-12-31
ITMG,2238,2023-12-29,2023-12-31
JARR,345,2023-12-29,2023-12-31
JAST,1135,2023-12-29,2023-12-31
JAWA,2237,2023-12-29,2023-12-31
JAYA,1195,2023-12-29,2023-12-31
JECC,2238,2023-12-29,2023-12-31
JGLE,1868,2023-12-29,2023-12-31
JIHD,2238,2023-12-29,2023-12-31
JKON,2238,2023-12-29,2023-12-31
JMAS,1502,2023-12-29,2023-12-31
JPFA,2238,2023-12-29,2023-12-31
JRPT,2238,2023-12-29,2023-12-31
JSMR,2237,2023-12-29,2023-12-31
JSPT,2238,2023-12-29,2023-12-31
JTPE,2238,2023-12-29,2023-12-31
KAEF,2237,2023-12-29,2023-12-31
KARW,2238,2023-12-29,2023-12-31
KAYU,1100,2023-12-29,2023-12-31
KBAG,906,2023-12-29,2023-12-31
KBLI,2238,2023-12-29,2023-12-31
KBLM,2237,2023-12-29,2023-12-31
KBLV,2237,2023-12-29,2023-12-31
KDSI,2238,2023-12-29,2023-12-31
KDTN,277,2023-12-29,2023-12-31
KEEN,1058,2023-12-29,2023-12-31
KEJU,998,2023-12-29,2023-12-31
KIAS,2238,2023-12-29,2023-12-31
KICI,2238,2023-12-29,2023-12-31
KIJA,2238,2023-12-29,2023-12-31
KINO,1996,2023-12-29,2023-12-31
KIOS,1555,2023-12-29,2023-12-31
KJEN,1103,2023-12-29,2023-12-31
KKES,343,2023-12-29,2023-12-31
KKGI,2238,2023-12-29,2023-12-31
KLBF,2238,2023-12-29,2023-12-31
KLIN,342,2023-12-29,2023-12-31
KMDS,809,2023-12-29,2023-12-31
KMTR,1631,2023-12-29,2023-12-31
KOBX,2236,2023-12-29,2023-12-31
KOIN,2237,2023-12-29,2023-12-31
KONI,2238,2023-12-29,2023-12-31
KOPI,2229,2023-12-29,2023-12-31
KOTA,1097,2023-12-29,2023-12-31
KPIG,2237,2023-12-29,2023-12-31
KRAS,2237,2023-12-29,2023-12-31
KREN,2238,2023-12-29,2023-12-31
KRYA,352,2023-12-29,2023-12-31
KUAS,534,2023-12-29,2023-12-31
LABA,627,2023-12-29,2023-12-31
LAND,1324,2023-12-29,2023-12-31
LAPD,2237,2023-12-29,2023-12-31
LCKM,1481,2023-12-29,2023-12-31
LEAD,2229,2023-12-29,2023-12-31
LFLO,668,2023-12-29,2023-12-31
LIFE,1097,2023-12-29,2023-12-31
LINK,2229,2023-12-29,2023-12-31
LION,2238,2023-12-29,2023-12-31
LMPI,2238,2023-12-29,2023-12-31
LMSH,2238,2023-12-29,2023-12-31
LPCK,2238,2023-12-29,2023-12-31
LPGI,2238,2023-12-29,2023-12-31
LPIN,2237,2023-12-29,2023-12-31
LPKR,2238,2023-12-29,2023-12-31
LPLI,2238,2023-12-29,2023-12-31
LPPF,2237,2023-12-29,2023-12-31
LPPS,2238,2023-12-29,2023-12-31
LRNA,2229,2023-12-29,2023-12-31
LSIP,2237,2023-12-29,2023-12-31
LTLS,2238,2023-12-29,2023-12-31
LUCK,1255,2023-12-29,2023-12-31
LUCY,648,2023-12-29,2023-12-31
MAIN,2238,2023-12-29,2023-12-31
MAPA,1360,2023-12-29,2023-12-31
MAPB,1629,2023-12-29,2023-12-31
MAPI,2237,2023-12-29,2023-12-31
MARI,1957,2023-12-29,2023-12-31
MARK,1614,2023-12-29,2023-12-31
MASB,613,2023-12-29,2023-12-31
MAYA,2238,2023-12-29,2023-12-31
MBAP,2229,2023-12-29,2023-12-31
MBSS,2237,2023-12-29,2023-12-31
MBTO,2237,2023-12-29,2023-12-31
MCAS,1535,2023-12-29,2023-12-31
MCOL,567,2023-12-29,2023-12-31
MCOR,2238,2023-12-29,2023-12-31
MDIA,2229,2023-12-29,2023-12-31
MDKA,2115,2023-12-29,2023-12-31
MDKI,1562,2023-12-29,2023-12-31
MDLN,2237,2023-12-29,2023-12-31
MDRN,2238,2023-12-29,2023-12-31
MEDC,2238,2023-12-29,2023-12-31
MEDS,341,2023-12-29,2023-12-31
MEGA,2238,2023-12-29,2023-12-31
MERK,2238,2023-12-29,2023-12-31
META,2237,2023-12-29,2023-12-31
MFMI,2237,2023-12-29,2023-12-31
MGLV,629,2023-12-29,2023-12-31
MGNA,2231,2023-12-29,2023-12-31
MGRO,1354,2023-12-29,2023-12-31
MICE,2237,2023-12-29,2023-12-31
MIDI,2238,2023-12-29,2023-12-31
MIKA,2173,2023-12-29,2023-12-31
MINA,1664,2023-12-29,2023-12-31
MIRA,2237,2023-12-29,2023-12-31
MITI,2238,2023-12-29,2023-12-31
MKNT,2030,2023-12-29,2023-12-31
MKPI,2238,2023-12-29,2023-12-31
MKTR,278,2023-12-29,2023-12-31
MLBI,2238,2023-12-29,2023-12-31
MLIA,2238,2023-12-29,2023-12-31
MLPL,2238,2023-12-29,2023-12-31
MLPT,2230,2023-12-29,2023-12-31
MMLP,2119,2023-12-29,2023-12-31
MNCN,2237,2023-12-29,2023-12-31
MOLI,1319,2023-12-29,2023-12-31
MORA,343,2023-12-29,2023-12-31
MPMX,2236,2023-12-29,2023-12-31
MPOW,1619,2023-12-29,2023-12-31
MPPA,2238,2023-12-29,2023-12-31
MPRO,1290,2023-12-29,2023-12-31
MRAT,2238,2023-12-29,2023-12-31
MREI,2238,2023-12-29,2023-12-31
MSIN,1378,2023-12-29,2023-12-31
MSKY,2237,2023-12-29,2023-12-31
MTDL,2238,2023-12-29,2023-12-31
MTEL,514,2023-12-29,2023-12-31
MTFN,2238,2023-12-29,2023-12-31
MTLA,2237,2023-12-29,2023-12-31
MTMH,412,2023-12-29,2023-12-31
MTPS,1160,2023-12-29,2023-12-31
MTSM,2238,2023-12-29,2023-12-31
MTWI,1551,2023-12-29,2023-12-31
MYOH,2237,2023-12-29,2023-12-31
MYOR,2238,2023-12-29,2023-12-31
MYTX,2238,2023-12-29,2023-12-31
NANO,440,2023-12-29,2023-12-31
NASA,1598,2023-12-29,2023-12-31
NASI,499,2023-12-29,2023-12-31
NATO,1218,2023-12-29,2023-12-31
NELY,2237,2023-12-29,2023-12-31
NETV,468,2023-12-29,2023-12-31
NFCX,1354,2023-12-29,2023-12-31
NICK,1404,2023-12-29,2023-12-31
NICL,606,2023-12-29,2023-12-31
NIKL,2237,2023-12-29,2023-12-31
NIRO,2237,2023-12-29,2023-12-31
NISP,2238,2023-12-29,2023-12-31
NOBU,2237,2023-12-29,2023-12-31
NPGF,663,2023-12-29,2023-12-31
NRCA,2236,2023-12-29,2023-12-31
NTBK,459,2023-12-29,2023-12-31
NZIA,1041,2023-12-29,2023-12-31
OASA,1862,2023-12-29,2023-12-31
OBMD,502,2023-12-29,2023-12-31
OILS,568,2023-12-29,2023-12-31
OKAS,2237,2023-12-29,2023-12-31
OLIV,400,2023-12-29,2023-12-31
OMED,278,2023-12-29,2023-12-31
OMRE,2238,2023-12-29,2023-12-31
OPMS,1043,2023-12-29,2023-12-31
PADI,2237,2023-12-29,2023-12-31
PALM,2238,2023-12-29,2023-12-31
PAMG,1099,2023-12-29,2023-12-31
PANI,1307,2023-12-29,2023-12-31
PANR,2238,2023-12-29,2023-12-31
PANS,2237,2023-12-29,2023-12-31
PBID,1506,2023-12-29,2023-12-31
PBRX,2238,2023-12-29,2023-12-31
PBSA,1812,2023-12-29,2023-12-31
PCAR,1493,2023-12-29,2023-12-31
PDES,2238,2023-12-29,2023-12-31
PDPP,277,2023-12-29,2023-12-31
PEGE,2237,2023-12-29,2023-12-31
PEHA,1235,2023-12-29,2023-12-31
PGAS,2237,2023-12-29,2023-12-31
PGJO,962,2023-12-29,2023-12-31
PGLI,2237,2023-12-29,2023-12-31
PGUN,849,2023-12-29,2023-12-31
PICO,2238,2023-12-29,2023-12-31
PJAA,2238,2023-12-29,2023-12-31
PKPK,2238,2023-12-29,2023-12-31
PLAN,803,2023-12-29,2023-12-31
PLIN,2238,2023-12-29,2023-12-31
PMJS,981,2023-12-29,2023-12-31
PMMP,739,2023-12-29,2023-12-31
PNBN,2238,2023-12-29,2023-12-31
PNBS,2237,2023-12-29,2023-12-31
PNGO,814,2023-12-29,2023-12-31
PNIN,2237,2023-12-29,2023-12-31
PNLF,2238,2023-12-29,2023-12-31
PNSE,2238,2023-12-29,2023-12-31
POLA,1263,2023-12-29,2023-12-31
POLI,1224,2023-12-29,2023-12-31
POLL,1355,2023-12-29,2023-12-31
POLU,1106,2023-12-29,2023-12-31
POLY,2238,2023-12-29,2023-12-31
PORT,1693,2023-12-29,2023-12-31
POWR,1880,2023-12-29,2023-12-31
PPGL,840,2023-12-29,2023-12-31
PPRE,1519,2023-12-29,2023-12-31
PPRO,2143,2023-12-29,2023-12-31
PRAY,278,2023-12-29,2023-12-31
PRDA,1759,2023-12-29,2023-12-31
PRIM,1394,2023-12-29,2023-12-31
PSAB,2237,2023-12-29,2023-12-31
PSDN,2238,2023-12-29,2023-12-31
PSGO,998,2023-12-29,2023-12-31
PSKT,2238,2023-12-29,2023-12-31
PSSI,1511,2023-12-29,2023-12-31
PTBA,2237,2023-12-29,2023-12-31
PTDU,746,2023-12-29,2023-12-31
PTIS,2238,2023-12-29,2023-12-31
PTPP,2237,2023-12-29,2023-12-31
PTPW,948,2023-12-29,2023-12-31
PTRO,2238,2023-12-29,2023-12-31
PTSN,2238,2023-12-29,2023-12-31
PTSP,2238,2023-12-29,2023-12-31
PUDP,2238,2023-12-29,2023-12-31
PURA,955,2023-12-29,2023-12-31
PURI,808,2023-12-29,2023-12-31
PWON,2237,2023-12-29,2023-12-31
PYFA,2237,2023-12-29,2023-12-31
PZZA,1390,2023-12-29,2023-12-31
RAFI,344,2023-12-29,2023-12-31
RAJA,2238,2023-12-29,2023-12-31
RALS,2238,2023-12-29,2023-12-31
RANC,2237,2023-12-29,2023-12-31
RBMS,2237,2023-12-29,2023-12-31
RCCC,347,2023-12-29,2023-12-31
RDTX,2238,2023-12-29,2023-12-31
REAL,989,2023-12-29,2023-12-31
RELI,2238,2023-12-29,2023-12-31
RICY,2237,2023-12-29,2023-12-31
RIGS,2237,2023-12-29,2023-12-31
