ticker,observations,last_observation,train_end
MAXI,374,2024-12-30,2024-12-31
MAYA,2475,2024-12-30,2024-12-31
MBAP,2466,2024-12-30,2024-12-31
MBMA,404,2024-12-30,2024-12-31
MBSS,2474,2024-12-30,2024-12-31
MBTO,2474,2024-12-30,2024-12-31
MCAS,1772,2024-12-30,2024-12-31
MCOL,804,2024-12-30,2024-12-31
MCOR,2475,2024-12-30,2024-12-31
MDIA,2466,2024-12-30,2024-12-31
MDKA,2352,2024-12-30,2024-12-31
MDKI,1799,2024-12-30,2024-12-31
MDLN,2474,2024-12-30,2024-12-31
MDRN,2475,2024-12-30,2024-12-31
MEDC,2475,2024-12-30,2024-12-31
MEDS,578,2024-12-30,2024-12-31
MEGA,2475,2024-12-30,2024-12-31
MENN,404,2024-12-30,2024-12-31
MERK,2475,2024-12-30,2024-12-31
META,2474,2024-12-30,2024-12-31
MFMI,2474,2024-12-30,2024-12-31
MGLV,866,2024-12-30,2024-12-31
MGNA,2468,2024-12-30,2024-12-31
MGRO,1591,2024-12-30,2024-12-31
MICE,2474,2024-12-30,2024-12-31
MIDI,2475,2024-12-30,2024-12-31
MIKA,2410,2024-12-30,2024-12-31
MINA,1901,2024-12-30,2024-12-31
MIRA,2474,2024-12-30,2024-12-31
MITI,2475,2024-12-30,2024-12-31
MKNT,2267,2024-12-30,2024-12-31
MKPI,2475,2024-12-30,2024-12-31
MKTR,515,2024-12-30,2024-12-31
MLBI,2475,2024-12-30,2024-12-31
MLIA,2475,2024-12-30,2024-12-31
MLPL,2475,2024-12-30,2024-12-31
MLPT,2467,2024-12-30,2024-12-31
MMIX,495,2024-12-30,2024-12-31
MMLP,2356,2024-12-30,2024-12-31
MNCN,2474,2024-12-30,2024-12-31
MOLI,1556,2024-12-30,2024-12-31
MORA,580,2024-12-30,2024-12-31
MPMX,2473,2024-12-30,2024-12-31
MPOW,1856,2024-12-30,2024-12-31
MPPA,2475,2024-12-30,2024-12-31
MPRO,1527,2024-12-30,2024-12-31
MPXL,395,2024-12-30,2024-12-31
MRAT,2475,2024-12-30,2024-12-31
MREI,2475,2024-12-30,2024-12-31
MSIE,335,2024-12-30,2024-12-31
MSIN,1615,2024-12-30,2024-12-31
MSKY,2474,2024-12-30,2024-12-31
MTDL,2475,2024-12-30,2024-12-31
MTEL,751,2024-12-30,2024-12-31
MTFN,2475,2024-12-30,2024-12-31
MTLA,2474,2024-12-30,2024-12-31
MTMH,649,2024-12-30,2024-12-31
MTPS,1397,2024-12-30,2024-12-31
MTSM,2475,2024-12-30,2024-12-31
MTWI,1788,2024-12-30,2024-12-31
MUTU,336,2024-12-30,2024-12-31
MYOH,2474,2024-12-30,2024-12-31
MYOR,2475,2024-12-30,2024-12-31
MYTX,2475,2024-12-30,2024-12-31
NANO,677,2024-12-30,2024-12-31
NASA,1835,2024-12-30,2024-12-31
NASI,736,2024-12-30,2024-12-31
NATO,1455,2024-12-30,2024-12-31
NAYZ,452,2024-12-30,2024-12-31
NCKL,408,2024-12-30,2024-12-31
NELY,2474,2024-12-30,2024-12-31
NETV,705,2024-12-30,2024-12-31
NFCX,1591,2024-12-30,2024-12-31
NICK,1641,2024-12-30,2024-12-31
NICL,843,2024-12-30,2024-12-31
NIKL,2474,2024-12-30,2024-12-31
NINE,496,2024-12-30,2024-12-31
NIRO,2474,2024-12-30,2024-12-31
NISP,2475,2024-12-30,2024-12-31
NOBU,2474,2024-12-30,2024-12-31
NPGF,900,2024-12-30,2024-12-31
NRCA,2473,2024-12-30,2024-12-31
NSSS,428,2024-12-30,2024-12-31
NTBK,696,2024-12-30,2024-12-31
NZIA,1278,2024-12-30,2024-12-31
OASA,2099,2024-12-30,2024-12-31
OBMD,739,2024-12-30,2024-12-31
OILS,805,2024-12-30,2024-12-31
OKAS,2474,2024-12-30,2024-12-31
OLIV,637,2024-12-30,2024-12-31
OMED,515,2024-12-30,2024-12-31
OMRE,2475,2024-12-30,2024-12-31
OPMS,1280,2024-12-30,2024-12-31
PACK,450,2024-12-30,2024-12-31
PADA,493,2024-12-30,2024-12-31
PADI,2474,2024-12-30,2024-12-31
PALM,2475,2024-12-30,2024-12-31
PAMG,1336,2024-12-30,2024-12-31
PANI,1544,2024-12-30,2024-12-31
PANR,2475,2024-12-30,2024-12-31
PANS,2474,2024-12-30,2024-12-31
PBID,1743,2024-12-30,2024-12-31
PBRX,2475,2024-12-30,2024-12-31
PBSA,2049,2024-12-30,2024-12-31
PCAR,1730,2024-12-30,2024-12-31
PDES,2475,2024-12-30,2024-12-31
PDPP,514,2024-12-30,2024-12-31
PEGE,2474,2024-12-30,2024-12-31
PEHA,1472,2024-12-30,2024-12-31
PEVE,461,2024-12-30,2024-12-31
PGAS,2474,2024-12-30,2024-12-31
PGEO,438,2024-12-30,2024-12-31
PGJO,1199,2024-12-30,2024-12-31
PGLI,2474,2024-12-30,2024-12-31
PGUN,1086,2024-12-30,2024-12-31
PICO,2475,2024-12-30,2024-12-31
PIPA,410,2024-12-30,2024-12-31
PJAA,2475,2024-12-30,2024-12-31
PKPK,2475,2024-12-30,2024-12-31
PLAN,1040,2024-12-30,2024-12-31
PLIN,2475,2024-12-30,2024-12-31
PMJS,1218,2024-12-30,2024-12-31
PMMP,976,2024-12-30,2024-12-31
PNBN,2475,2024-12-30,2024-12-31
PNBS,2474,2024-12-30,2024-12-31
PNGO,1051,2024-12-30,2024-12-31
PNIN,2474,2024-12-30,2024-12-31
PNLF,2475,2024-12-30,2024-12-31
PNSE,2475,2024-12-30,2024-12-31
POLA,1500,2024-12-30,2024-12-31
POLI,1461,2024-12-30,2024-12-31
POLL,1592,2024-12-30,2024-12-31
POLU,1343,2024-12-30,2024-12-31
POLY,2475,2024-12-30,2024-12-31
PORT,1930,2024-12-30,2024-12-31
POWR,2117,2024-12-30,2024-12-31
PPGL,1077,2024-12-30,2024-12-31
PPRE,1756,2024-12-30,2024-12-31
PPRI,337,2024-12-30,2024-12-31
PPRO,2380,2024-12-30,2024-12-31
PRAY,515,2024-12-30,2024-12-31
PRDA,1996,2024-12-30,2024-12-31
PRIM,1631,2024-12-30,2024-12-31
PSAB,2474,2024-12-30,2024-12-31
PSDN,2475,2024-12-30,2024-12-31
PSGO,1235,2024-12-30,2024-12-31
PSKT,2475,2024-12-30,2024-12-31
PSSI,1748,2024-12-30,2024-12-31
PTBA,2474,2024-12-30,2024-12-31
PTDU,983,2024-12-30,2024-12-31
PTIS,2475,2024-12-30,2024-12-31
PTMP,432,2024-12-30,2024-12-31
PTPP,2474,2024-12-30,2024-12-31
PTPS,295,2024-12-30,2024-12-31
PTPW,1185,2024-12-30,2024-12-31
PTRO,2475,2024-12-30,2024-12-31
PTSN,2475,2024-12-30,2024-12-31
PTSP,2475,2024-12-30,2024-12-31
PUDP,2475,2024-12-30,2024-12-31
PURA,1192,2024-12-30,2024-12-31
PURI,1045,2024-12-30,2024-12-31
PWON,2474,2024-12-30,2024-12-31
PYFA,2474,2024-12-30,2024-12-31
PZZA,1627,2024-12-30,2024-12-31
RAAM,396,2024-12-30,2024-12-31
RAFI,581,2024-12-30,2024-12-31
RAJA,2475,2024-12-30,2024-12-31
RALS,2475,2024-12-30,2024-12-31
RANC,2474,2024-12-30,2024-12-31
RBMS,2474,2024-12-30,2024-12-31
RCCC,584,2024-12-30,2024-12-31
RDTX,2475,2024-12-30,2024-12-31
REAL,1226,2024-12-30,2024-12-31
RELF,366,2024-12-30,2024-12-31
RELI,2475,2024-12-30,2024-12-31
RICY,2474,2024-12-30,2024-12-31
RIGS,2474,2024-12-30,2024-12-31
RISE,1595,2024-12-30,2024-12-31
RMKE,740,2024-12-30,2024-12-31
RMKO,343,2024-12-30,2024-12-31
ROCK,1043,2024-12-30,2024-12-31
RODA,2474,2024-12-30,2024-12-31
RONY,1142,2024-12-30,2024-12-31
ROTI,2474,2024-12-30,2024-12-31
RSCH,324,2024-12-30,2024-12-31
RSGK,803,2024-12-30,2024-12-31
RUIS,2475,2024-12-30,2024-12-31
RUNS,803,2024-12-30,2024-12-31
SAFE,2475,2024-12-30,2024-12-31
SAGE,430,2024-12-30,2024-12-31
SAME,2475,2024-12-30,2024-12-31
SAMF,1149,2024-12-30,2024-12-31
SAPX,1533,2024-12-30,2024-12-31
SATU,1510,2024-12-30,2024-12-31
SBAT,1143,2024-12-30,2024-12-31
SBMA,803,2024-12-30,2024-12-31
SCCO,2475,2024-12-30,2024-12-31
SCMA,2475,2024-12-30,2024-12-31
SCNP,1046,2024-12-30,2024-12-31
SDMU,2475,2024-12-30,2024-12-31
SDPC,2474,2024-12-30,2024-12-31
SDRA,2475,2024-12-30,2024-12-31
SEMA,717,2024-12-30,2024-12-31
SFAN,1347,2024-12-30,2024-12-31
SGER,1063,2024-12-30,2024-12-31
SGRO,2474,2024-12-30,2024-12-31
SHID,2475,2024-12-30,2024-12-31
SHIP,2115,2024-12-30,2024-12-31
SICO,656,2024-12-30,2024-12-31
SIDO,2467,2024-12-30,2024-12-31
SILO,2467,2024-12-30,2024-12-31
SIMP,2474,2024-12-30,2024-12-31
SINI,1246,2024-12-30,2024-12-31
SIPD,2475,2024-12-30,2024-12-31
SKBM,2474,2024-12-30,2024-12-31
SKLT,2475,2024-12-30,2024-12-31
SKRN,1527,2024-12-30,2024-12-31
SLIS,1270,2024-12-30,2024-12-31
SMAR,2475,2024-12-30,2024-12-31
SMBR,2466,2024-12-30,2024-12-31
SMCB,2475,2024-12-30,2024-12-31
SMDM,2475,2024-12-30,2024-12-31
SMDR,2475,2024-12-30,2024-12-31
SMGR,2475,2024-12-30,2024-12-31
SMIL,392,2024-12-30,2024-12-31
SMKL,1332,2024-12-30,2024-12-31
SMKM,678,2024-12-30,2024-12-31
SMMA,2475,2024-12-30,2024-12-31
SMMT,2475,2024-12-30,2024-12-31
SMRA,2475,2024-12-30,2024-12-31
SMSM,2475,2024-12-30,2024-12-31
SNLK,911,2024-12-30,2024-12-31
SOCI,2466,2024-12-30,2024-12-31
SOFA,1086,2024-12-30,2024-12-31
SOHO,1045,2024-12-30,2024-12-31
SONA,2475,2024-12-30,2024-12-31
SOSS,1508,2024-12-30,2024-12-31
SOTS,1483,2024-12-30,2024-12-31
SOUL,472,2024-12-30,2024-12-31
SPMA,2475,2024-12-30,2024-12-31
SPTO,1634,2024-12-30,2024-12-31
SQMI,2474,2024-12-30,2024-12-31
SRAJ,2475,2024-12-30,2024-12-31
SRSN,2475,2024-12-30,2024-12-31
SRTG,2474,2024-12-30,2024-12-31
SSIA,2474,2024-12-30,2024-12-31
SSMS,2466,2024-12-30,2024-12-31
SSTM,2475,2024-12-30,2024-12-31
STAA,677,2024-12-30,2024-12-31
STAR,2475,2024-12-30,2024-12-31
STRK,294,2024-12-30,2024-12-31
STTP,2475,2024-12-30,2024-12-31
SULI,2474,2024-12-30,2024-12-31
SUNI,471,2024-12-30,2024-12-31
SUPR,2475,2024-12-30,2024-12-31
SURE,1531,2024-12-30,2024-12-31
SWAT,1607,2024-12-30,2024-12-31
SWID,602,2024-12-30,2024-12-31
TALF,2466,2024-12-30,2024-12-31
TAMA,1184,2024-12-30,2024-12-31
TAMU,1896,2024-12-30,2024-12-31
TAPG,902,2024-12-30,2024-12-31
TARA,2475,2024-12-30,2024-12-31
TAXI,2474,2024-12-30,2024-12-31
TAYS,741,2024-12-30,2024-12-31
TBIG,2475,2024-12-30,2024-12-31
TBLA,2475,2024-12-30,2024-12-31
TBMS,2475,2024-12-30,2024-12-31
TCID,2475,2024-12-30,2024-12-31
TCPI,1595,2024-12-30,2024-12-31
TEBE,1240,2024-12-30,2024-12-31
TELE,2474,2024-12-30,2024-12-31
TFAS,1284,2024-12-30,2024-12-31
TFCO,2475,2024-12-30,2024-12-31
TGKA,2475,2024-12-30,2024-12-31
TGRA,1893,2024-12-30,2024-12-31
TGUK,357,2024-12-30,2024-12-31
TIFA,2475,2024-12-30,2024-12-31
TINS,2474,2024-12-30,2024-12-31
TIRA,2475,2024-12-30,2024-12-31
TIRT,2474,2024-12-30,2024-12-31
TKIM,2474,2024-12-30,2024-12-31
TLDN,654,2024-12-30,2024-12-31
TLKM,2474,2024-12-30,2024-12-31
TMAS,2475,2024-12-30,2024-12-31
TMPO,2474,2024-12-30,2024-12-31
TNCA,1602,2024-12-30,2024-12-31
TOBA,2474,2024-12-30,2024-12-31
TOOL,579,2024-12-30,2024-12-31
TOPS,1869,2024-12-30,2024-12-31
TOTL,2474,2024-12-30,2024-12-31
TOTO,2475,2024-12-30,2024-12-31
TOWR,2474,2024-12-30,2024-12-31
TOYS,1065,2024-12-30,2024-12-31
TPIA,2475,2024-12-30,2024-12-31
TPMA,2474,2024-12-30,2024-12-31
TRGU,601,2024-12-30,2024-12-31
TRIM,2474,2024-12-30,2024-12-31
TRIN,1202,2024-12-30,2024-12-31
TRIS,2475,2024-12-30,2024-12-31
TRJA,1053,2024-12-30,2024-12-31
TRON,430,2024-12-30,2024-12-31
TRST,2475,2024-12-30,2024-12-31
TRUE,864,2024-12-30,2024-12-31
TRUK,1626,2024-12-30,2024-12-31
TRUS,2475,2024-12-30,2024-12-31
TSPC,2475,2024-12-30,2024-12-31
TUGU,1625,2024-12-30,2024-12-31
TYRE,396,2024-12-30,2024-12-31
UANG,1087,2024-12-30,2024-12-31
UCID,1216,2024-12-30,2024-12-31
UDNG,279,2024-12-30,2024-12-31
UFOE,949,2024-12-30,2024-12-31
ULTJ,2474,2024-12-30,2024-12-31
UNIC,2475,2024-12-30,2024-12-31
UNIQ,925,2024-12-30,2024-12-31
UNSP,2475,2024-12-30,2024-12-31
UNTR,2474,2024-12-30,2024-12-31
UNVR,2475,2024-12-30,2024-12-31
URBN,1484,2024-12-30,2024-12-31
UVCR,832,2024-12-30,2024-12-31
VAST,450,2024-12-30,2024-12-31
VICI,977,2024-12-30,2024-12-31
VICO,2475,2024-12-30,2024-12-31
VINS,2286,2024-12-30,2024-12-31
VIVA,2474,2024-12-30,2024-12-31
VKTR,369,2024-12-30,2024-12-31
VOKS,2474,2024-12-30,2024-12-31
VRNA,2475,2024-12-30,2024-12-31
VTNY,488,2024-12-30,2024-12-31
WAPO,2475,2024-12-30,2024-12-31
WEGE,1751,2024-12-30,2024-12-31
WEHA,2475,2024-12-30,2024-12-31
WGSH,741,2024-12-30,2024-12-31
WICO,2475,2024-12-30,2024-12-31
WIDI,357,2024-12-30,2024-12-31
WIFI,970,2024-12-30,2024-12-31
WIIM,2474,2024-12-30,2024-12-31
WIKA,2474,2024-12-30,2024-12-31
WINE,470,2024-12-30,2024-12-31
WINR,646,2024-12-30,2024-12-31
WINS,2475,2024-12-30,2024-12-31
WIRG,660,2024-12-30,2024-12-31
WMPP,741,2024-12-30,2024-12-31
WMUU,948,2024-12-30,2024-12-31
WOMF,2475,2024-12-30,2024-12-31
WOOD,1866,2024-12-30,2024-12-31
WOWS,1246,2024-12-30,2024-12-31
WSBP,2054,2024-12-30,2024-12-31
WTON,2466,2024-12-30,2024-12-31
YELO,1515,2024-12-30,2024-12-31
YPAS,2474,2024-12-30,2024-12-31
YULE,2474,2024-12-30,2024-12-31
ZATA,513,2024-12-30,2024-12-31
ZBRA,2475,2024-12-30,2024-12-31
ZINC,1784,2024-12-30,2024-12-31
ZONE,1481,2024-12-30,2024-12-31
ZYRX,910,2024-12-30,2024-12-31
AALI,2711,2025-12-30,2025-12-31
ABBA,2711,2025-12-30,2025-12-31
ABDA,2711,2025-12-30,2025-12-31
ABMM,2711,2025-12-30,2025-12-31
ACES,2710,2025-12-30,2025-12-31
ACRO,466,2025-12-30,2025-12-31
ACST,2711,2025-12-30,2025-12-31
ADCP,922,2025-12-30,2025-12-31
ADES,2711,2025-12-30,2025-12-31
ADHI,2711,2025-12-30,2025-12-31
ADMF,2711,2025-12-30,2025-12-31
ADMG,2711,2025-12-30,2025-12-31
ADMR,958,2025-12-30,2025-12-31
ADRO,2710,2025-12-30,2025-12-31
AEGS,550,2025-12-30,2025-12-31
AGAR,1466,2025-12-30,2025-12-31
AGII,2284,2025-12-30,2025-12-31
AGRO,2711,2025-12-30,2025-12-31
AGRS,2703,2025-12-30,2025-12-31
AHAP,2711,2025-12-30,2025-12-31
AIMS,2711,2025-12-30,2025-12-31
AISA,2711,2025-12-30,2025-12-31
AKKU,2711,2025-12-30,2025-12-31
AKPI,2711,2025-12-30,2025-12-31
AKRA,2711,2025-12-30,2025-12-31
AKSI,2711,2025-12-30,2025-12-31
ALDO,2711,2025-12-30,2025-12-31
ALII,447,2025-12-30,2025-12-31
ALKA,2711,2025-12-30,2025-12-31
ALMI,2711,2025-12-30,2025-12-31
ALTO,2710,2025-12-30,2025-12-31
AMAG,2710,2025-12-30,2025-12-31
AMAN,1396,2025-12-30,2025-12-31
AMAR,1442,2025-12-30,2025-12-31
AMFG,2711,2025-12-30,2025-12-31
AMIN,2470,2025-12-30,2025-12-31
AMMN,594,2025-12-30,2025-12-31
AMMS,818,2025-12-30,2025-12-31
AMOR,1215,2025-12-30,2025-12-31
AMRT,2711,2025-12-30,2025-12-31
ANDI,1801,2025-12-30,2025-12-31
ANJT,2702,2025-12-30,2025-12-31
ANTM,2711,2025-12-30,2025-12-31
APEX,2711,2025-12-30,2025-12-31
APIC,2711,2025-12-30,2025-12-31
APII,2704,2025-12-30,2025-12-31
APLI,2711,2025-12-30,2025-12-31
APLN,2711,2025-12-30,2025-12-31
ARCI,1088,2025-12-30,2025-12-31
AREA,415,2025-12-30,2025-12-31
ARGO,2711,2025-12-30,2025-12-31
ARII,2710,2025-12-30,2025-12-31
ARKA,1569,2025-12-30,2025-12-31
ARKO,837,2025-12-30,2025-12-31
ARNA,2710,2025-12-30,2025-12-31
ARTA,2710,2025-12-30,2025-12-31
ARTI,2710,2025-12-30,2025-12-31
ARTO,2452,2025-12-30,2025-12-31
ASBI,2711,2025-12-30,2025-12-31
ASDM,2711,2025-12-30,2025-12-31
ASGR,2710,2025-12-30,2025-12-31
ASHA,866,2025-12-30,2025-12-31
ASII,2710,2025-12-30,2025-12-31
ASJT,2711,2025-12-30,2025-12-31
ASLC,942,2025-12-30,2025-12-31
ASLI,470,2025-12-30,2025-12-31
ASMI,2702,2025-12-30,2025-12-31
ASPI,1415,2025-12-30,2025-12-31
ASRI,2711,2025-12-30,2025-12-31
ASRM,2711,2025-12-30,2025-12-31
ASSA,2710,2025-12-30,2025-12-31
ATAP,1217,2025-12-30,2025-12-31
ATIC,2575,2025-12-30,2025-12-31
ATLA,410,2025-12-30,2025-12-31
AUTO,2710,2025-12-30,2025-12-31
AVIA,975,2025-12-30,2025-12-31
AWAN,640,2025-12-30,2025-12-31
AXIO,829,2025-12-30,2025-12-31
AYAM,493,2025-12-30,2025-12-31
AYLS,1418,2025-12-30,2025-12-31
BABP,2711,2025-12-30,2025-12-31
BABY,552,2025-12-30,2025-12-31
BACA,2711,2025-12-30,2025-12-31
BAIK,444,2025-12-30,2025-12-31
BAJA,2710,2025-12-30,2025-12-31
BALI,2702,2025-12-30,2025-12-31
BANK,1185,2025-12-30,2025-12-31
BAPA,2710,2025-12-30,2025-12-31
BAPI,1521,2025-12-30,2025-12-31
BATA,2711,2025-12-30,2025-12-31
BATR,376,2025-12-30,2025-12-31
BAUT,939,2025-12-30,2025-12-31
BAYU,2710,2025-12-30,2025-12-31
BBCA,2711,2025-12-30,2025-12-31
BBHI,2554,2025-12-30,2025-12-31
BBKP,2711,2025-12-30,2025-12-31
BBLD,2711,2025-12-30,2025-12-31
BBMD,2703,2025-12-30,2025-12-31
BBNI,2711,2025-12-30,2025-12-31
BBRI,2711,2025-12-30,2025-12-31
BBRM,2710,2025-12-30,2025-12-31
BBSI,1282,2025-12-30,2025-12-31
BBSS,1375,2025-12-30,2025-12-31
BBTN,2711,2025-12-30,2025-12-31
BBYB,2704,2025-12-30,2025-12-31
BCAP,2711,2025-12-30,2025-12-31
BCIC,2711,2025-12-30,2025-12-31
BCIP,2710,2025-12-30,2025-12-31
BDKR,669,2025-12-30,2025-12-31
BDMN,2711,2025-12-30,2025-12-31
BEBS,1159,2025-12-30,2025-12-31
BEEF,1698,2025-12-30,2025-12-31
BEER,708,2025-12-30,2025-12-31
BEKS,2711,2025-12-30,2025-12-31
BELI,751,2025-12-30,2025-12-31
BELL,2029,2025-12-30,2025-12-31
BESS,1400,2025-12-30,2025-12-31
BEST,2702,2025-12-30,2025-12-31
BFIN,2711,2025-12-30,2025-12-31
BGTG,2377,2025-12-30,2025-12-31
BHAT,1375,2025-12-30,2025-12-31
BHIT,2711,2025-12-30,2025-12-31
BIKA,2570,2025-12-30,2025-12-31
BIKE,906,2025-12-30,2025-12-31
BIMA,2711,2025-12-30,2025-12-31
BINA,2711,2025-12-30,2025-12-31
BINO,984,2025-12-30,2025-12-31
BIPI,2711,2025-12-30,2025-12-31
BIPP,2710,2025-12-30,2025-12-31
BIRD,2702,2025-12-30,2025-12-31
BISI,2711,2025-12-30,2025-12-31
BJBR,2711,2025-12-30,2025-12-31
BJTM,2710,2025-12-30,2025-12-31
BKDP,2710,2025-12-30,2025-12-31
BKSL,2711,2025-12-30,2025-12-31
BKSW,2711,2025-12-30,2025-12-31
BLES,358,2025-12-30,2025-12-31
BLTA,2711,2025-12-30,2025-12-31
BLTZ,2703,2025-12-30,2025-12-31
BLUE,1571,2025-12-30,2025-12-31
BMAS,2710,2025-12-30,2025-12-31
BMBL,705,2025-12-30,2025-12-31
BMHS,1082,2025-12-30,2025-12-31
BMRI,2711,2025-12-30,2025-12-31
BMSR,2711,2025-12-30,2025-12-31
BMTR,2710,2025-12-30,2025-12-31
BNBA,2711,2025-12-30,2025-12-31
BNBR,2711,2025-12-30,2025-12-31
BNGA,2710,2025-12-30,2025-12-31
BNII,2710,2025-12-30,2025-12-31
BNLI,2711,2025-12-30,2025-12-31
BOBA,1002,2025-12-30,2025-12-31
BOGA,2226,2025-12-30,2025-12-31
BOLA,1585,2025-12-30,2025-12-31
BOLT,2575,2025-12-30,2025-12-31
BOSS,1932,2025-12-30,2025-12-31
BPFI,2711,2025-12-30,2025-12-31
BPII,2703,2025-12-30,2025-12-31
BPTR,1831,2025-12-30,2025-12-31
BRAM,2711,2025-12-30,2025-12-31
BREN,531,2025-12-30,2025-12-31
BRIS,1873,2025-12-30,2025-12-31
BRMS,2711,2025-12-30,2025-12-31
BRNA,2711,2025-12-30,2025-12-31
BRPT,2711,2025-12-30,2025-12-31
BSBK,751,2025-12-30,2025-12-31
BSDE,2710,2025-12-30,2025-12-31
BSIM,2710,2025-12-30,2025-12-31
BSML,969,2025-12-30,2025-12-31
BSSR,2709,2025-12-30,2025-12-31
BSWD,2711,2025-12-30,2025-12-31
BTEK,2710,2025-12-30,2025-12-31
BTON,2710,2025-12-30,2025-12-31
BTPN,2710,2025-12-30,2025-12-31
BTPS,1873,2025-12-30,2025-12-31
BUAH,815,2025-12-30,2025-12-31
BUDI,2710,2025-12-30,2025-12-31
BUKA,1060,2025-12-30,2025-12-31
BUKK,2590,2025-12-30,2025-12-31
BULL,2711,2025-12-30,2025-12-31
BUMI,2711,2025-12-30,2025-12-31
BUVA,2710,2025-12-30,2025-12-31
BVIC,2711,2025-12-30,2025-12-31
BWPT,2710,2025-12-30,2025-12-31
BYAN,2711,2025-12-30,2025-12-31
CAKK,1748,2025-12-30,2025-12-31
CAMP,1974,2025-12-30,2025-12-31
CANI,2703,2025-12-30,2025-12-31
CARE,1396,2025-12-30,2025-12-31
CARS,2149,2025-12-30,2025-12-31
CASA,2333,2025-12-30,2025-12-31
CASH,1363,2025-12-30,2025-12-31
CASS,2711,2025-12-30,2025-12-31
CBPE,708,2025-12-30,2025-12-31
CBRE,707,2025-12-30,2025-12-31
CBUT,751,2025-12-30,2025-12-31
CCSI,1585,2025-12-30,2025-12-31
CEKA,2710,2025-12-30,2025-12-31
CENT,2710,2025-12-30,2025-12-31
CFIN,2710,2025-12-30,2025-12-31
CGAS,469,2025-12-30,2025-12-31
CHEM,837,2025-12-30,2025-12-31
CHIP,686,2025-12-30,2025-12-31
CINT,2709,2025-12-30,2025-12-31
CITA,2711,2025-12-30,2025-12-31
CITY,1770,2025-12-30,2025-12-31
CLAY,1691,2025-12-30,2025-12-31
CLEO,2135,2025-12-30,2025-12-31
CLPI,2710,2025-12-30,2025-12-31
CMNP,2711,2025-12-30,2025-12-31
CMNT,1039,2025-12-30,2025-12-31
CMPP,2711,2025-12-30,2025-12-31
CMRY,977,2025-12-30,2025-12-31
CNKO,2710,2025-12-30,2025-12-31
CNMA,577,2025-12-30,2025-12-31
COAL,795,2025-12-30,2025-12-31
COCO,1649,2025-12-30,2025-12-31
CPIN,2710,2025-12-30,2025-12-31
CPRO,2711,2025-12-30,2025-12-31
CRAB,814,2025-12-30,2025-12-31
CRSN,593,2025-12-30,2025-12-31
CSAP,2711,2025-12-30,2025-12-31
CSIS,2131,2025-12-30,2025-12-31
CSMI,1378,2025-12-30,2025-12-31
CSRA,1442,2025-12-30,2025-12-31
CTBN,2711,2025-12-30,2025-12-31
CTRA,2710,2025-12-30,2025-12-31
CTTH,2710,2025-12-30,2025-12-31
CUAN,666,2025-12-30,2025-12-31
CYBR,573,2025-12-30,2025-12-31
DADA,1416,2025-12-30,2025-12-31
DART,2711,2025-12-30,2025-12-31
DATA,396,2025-12-30,2025-12-31
DAYA,2344,2025-12-30,2025-12-31
DCII,1203,2025-12-30,2025-12-31
DEAL,1741,2025-12-30,2025-12-31
DEFI,2711,2025-12-30,2025-12-31
DEPO,984,2025-12-30,2025-12-31
DEWA,2711,2025-12-30,2025-12-31
DEWI,831,2025-12-30,2025-12-31
DFAM,1882,2025-12-30,2025-12-31
DGIK,2710,2025-12-30,2025-12-31
DGNS,1196,2025-12-30,2025-12-31
DIGI,1780,2025-12-30,2025-12-31
DILD,2710,2025-12-30,2025-12-31
DIVA,1730,2025-12-30,2025-12-31
DKFT,2711,2025-12-30,2025-12-31
DLTA,2710,2025-12-30,2025-12-31
DMAS,2601,2025-12-30,2025-12-31
DMMX,1496,2025-12-30,2025-12-31
DMND,1433,2025-12-30,2025-12-31
DNAR,2710,2025-12-30,2025-12-31
DNET,2711,2025-12-30,2025-12-31
DOID,2710,2025-12-30,2025-12-31
DOOH,632,2025-12-30,2025-12-31
DOSS,336,2025-12-30,2025-12-31
DPNS,2711,2025-12-30,2025-12-31
DPUM,2472,2025-12-30,2025-12-31
DRMA,967,2025-12-30,2025-12-31
DSFI,2710,2025-12-30,2025-12-31
DSNG,2709,2025-12-30,2025-12-31
DSSA,2711,2025-12-30,2025-12-31
DUTI,2711,2025-12-30,2025-12-31
DVLA,2710,2025-12-30,2025-12-31
DWGL,1978,2025-12-30,2025-12-31
DYAN,2709,2025-12-30,2025-12-31
EAST,1570,2025-12-30,2025-12-31
ECII,2702,2025-12-30,2025-12-31
EDGE,1180,2025-12-30,2025-12-31
EKAD,2711,2025-12-30,2025-12-31
ELIT,708,2025-12-30,2025-12-31
ELPI,816,2025-12-30,2025-12-31
ELSA,2710,2025-12-30,2025-12-31
ELTY,2710,2025-12-30,2025-12-31
EMDE,2710,2025-12-30,2025-12-31
EMTK,2711,2025-12-30,2025-12-31
ENAK,933,2025-12-30,2025-12-31
ENRG,2711,2025-12-30,2025-12-31
ENZO,1277,2025-12-30,2025-12-31
EPAC,1326,2025-12-30,2025-12-31
EPMT,2710,2025-12-30,2025-12-31
ERAA,2711,2025-12-30,2025-12-31
ERAL,573,2025-12-30,2025-12-31
ERTX,2711,2025-12-30,2025-12-31
ESIP,1478,2025-12-30,2025-12-31
ESSA,2710,2025-12-30,2025-12-31
ESTA,1400,2025-12-30,2025-12-31
ESTI,2711,2025-12-30,2025-12-31
ETWA,2710,2025-12-30,2025-12-31
EURO,816,2025-12-30,2025-12-31
